label,HK1_drl,HK2_drl,HK3_drl,HK4_drl,HK5_drl,HK6_drl,HK7_drl,HK8_drl,HK9_drl,HK10_drl,HK11_drl,HK12_drl,HK1_dtbhk,HK2_dtbhk,HK3_dtbhk,HK4_dtbhk,HK5_dtbhk,HK6_dtbhk,HK7_dtbhk,HK8_dtbhk,HK9_dtbhk,HK10_dtbhk,HK11_dtbhk,HK12_dtbhk,HK1_sotchk,HK2_sotchk,HK3_sotchk,HK4_sotchk,HK5_sotchk,HK6_sotchk,HK7_sotchk,HK8_sotchk,HK9_sotchk,HK10_sotchk,HK11_sotchk,HK12_sotchk,pass_avsc,CCHV_1,CCHV_2,CCHV_3,CCHV_4,CCHV_5,CCHV_6
0,84.0,85.0,71.0,98.0,80.0,75.0,76.0,75.0,,,,,8.27,7.53,7.76,7.9,6.99,7.18,7.79,8.15,,,,,17.0,21.0,21.0,21.0,17.0,15.0,15.0,11.0,,,,,,,,,,,
0,88.0,93.0,89.0,86.0,100.0,82.0,64.0,80.0,,,,,7.61,7.79,8.69,8.45,8.94,8.13,8.26,8.55,,,,,18.0,21.0,24.0,20.0,14.0,15.0,15.0,11.0,,,,,,,,,,,
1,100.0,86.0,100.0,77.0,27.0,,70.0,68.0,68.0,,60.0,65.0,6.55,6.91,7.39,6.84,,,7.3,7.73,6.585,,,,22.0,17.0,22.0,17.0,,,20.0,24.0,12.5,,,,,,,,,,
0,72.0,62.0,71.0,54.0,52.0,28.0,76.0,75.0,65.0,75.0,,,5.04,3.42,5.765000000000001,4.31,3.65,2.51,7.125,6.47,7.12,6.73,,,13.0,20.0,15.0,20.0,12.0,14.0,12.0,16.0,20.0,22.0,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,73.0,64.0,62.0,68.0,62.0,62.0,80.0,75.0,,70.0,,,6.97,6.76,6.82,7.83,7.18,8.09,6.3,7.49,,,,,17.0,20.0,22.0,20.0,17.0,18.0,14.0,14.0,,,,,,,,,,,
1,99.0,81.0,94.0,70.0,44.0,35.0,,,,,,,7.12,6.73,8.03,7.61,7.78,1.12,,,,,,,17.0,21.0,26.0,16.0,17.0,19.0,,,,,,,,,,,,,
0,61.0,55.0,89.0,64.0,95.0,66.0,62.0,64.0,,70.0,60.0,,5.0,3.3,7.645,2.37,7.09,7.1,6.89,6.86,,,,,18.0,22.0,10.5,22.0,14.0,27.0,26.0,14.0,,,,,,,,,,,
0,71.0,79.0,80.0,72.0,85.0,69.0,68.0,,,,,,6.45,6.93,8.629999999999999,7.32,7.49,7.63,8.21,,,,,,22.0,22.0,13.0,18.0,23.0,18.0,18.0,,,,,,,,,,,,
0,94.0,87.0,94.0,75.0,77.0,82.0,84.0,,,,,,6.73,6.38,6.390000000000001,6.87,7.51,7.14,8.525,,,,,,22.0,21.0,12.5,17.0,19.0,17.0,9.5,,,,,,,,,,,,
0,84.0,66.0,65.0,80.0,80.0,83.0,81.0,,55.0,,,,6.63,4.42,5.08,7.86,7.07,7.28,7.08,,,,,,17.0,20.0,24.0,21.0,15.0,21.0,16.0,,,,,,,,,,,,
0,95.0,90.0,85.0,90.0,100.0,90.0,100.0,85.0,,50.0,,,8.27,8.22,8.21,7.96,7.9,7.7,8.96,7.3,,,,,19.0,19.0,21.0,17.0,23.0,21.0,20.0,8.0,,,,,,,,,,,
0,90.0,88.0,66.0,77.0,85.0,65.0,62.0,71.0,,70.0,60.0,,6.59,7.13,7.89,8.36,7.96,7.88,7.32,8.25,,,,,22.0,15.0,22.0,17.0,16.0,15.0,17.0,11.0,,,,,,,,,,,
0,94.0,78.0,74.0,65.0,80.0,75.0,76.0,75.0,,,,,9.04,7.87,8.0,7.08,7.93,7.82,7.38,7.5,,,,,13.0,21.0,19.0,23.0,19.0,17.0,17.0,14.0,,,,,,,,,,,
0,73.0,80.0,82.0,72.0,60.0,80.0,78.0,78.0,,,,,6.41,7.37,7.609999999999999,7.72,7.47,9.25,8.38,8.3,,,,,17.0,21.0,12.5,17.0,16.0,14.0,15.0,12.0,,,,,,,,,,,
1,71.0,32.0,37.0,30.0,,,,,,,,,3.3,1.31,4.86,0.37,,,,,,,,,17.0,21.0,16.0,23.0,,,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,83.0,73.0,81.0,85.0,81.0,68.0,64.0,68.0,,,,,7.39,6.1,7.2,7.15,7.79,6.29,7.43,7.55,,,,,22.0,21.0,23.0,23.0,18.0,13.0,18.0,13.0,,,,,,,,,,,
0,87.0,76.0,78.0,68.0,64.0,88.0,95.0,75.0,,,,,8.59,7.41,7.8,7.58,7.89,8.54,8.13,8.35,,,,,17.0,17.0,21.0,25.0,17.0,20.0,14.0,8.0,,,,,,,,,,,
1,81.0,75.0,71.0,83.0,75.0,78.0,71.0,80.0,,,,,6.58,7.67,7.1,6.06,3.42,2.3,3.31,2.98,,,,,17.0,26.0,22.0,14.0,13.0,14.0,22.0,18.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,Bị cảnh cáo vì ĐTB và trễ học phí,,,
0,73.0,80.0,98.0,78.0,85.0,83.0,84.0,92.0,,,,,6.39,6.65,7.17,6.46,6.27,6.88,7.54,6.9,,,,,17.0,19.0,11.0,21.0,11.0,22.0,14.0,17.0,,,,,True,,,,,,
1,80.0,90.0,80.0,70.0,,,,,,,,,6.72,5.56,6.07,3.82,,,,,,,,,21.0,17.0,15.0,13.0,,,,,,,,,True,,,,,,
0,69.0,76.0,83.0,75.0,62.0,73.0,80.0,85.0,,70.0,,,6.65,4.58,6.73,6.25,6.37,7.03,7.03,8.47,,,,,13.0,22.0,30.0,20.0,10.0,20.0,19.0,9.0,,,,,,,,,,,
0,88.0,86.0,96.0,80.0,66.0,78.0,85.0,,,,,,9.42,8.48,8.26,7.7,8.33,8.78,8.73,,,,,,13.0,21.0,24.0,26.0,16.0,16.0,15.0,,,,,,,,,,,,
0,96.0,97.0,79.0,77.0,75.0,75.0,80.0,75.0,61.0,63.0,,,7.8,6.04,7.74,6.23,3.81,5.98,5.904999999999999,6.22,6.81,7.75,,,17.0,22.0,19.0,25.0,19.0,19.0,13.0,23.0,14.0,8.0,,,,,,,,,
0,81.0,89.0,99.0,96.0,86.0,96.0,90.0,85.0,,,,,8.59,8.36,8.25,8.28,8.9,9.07,8.93,8.4,,,,,17.0,19.0,26.0,22.0,20.0,18.0,17.0,4.0,,,,,,,,,,,
0,76.0,86.0,59.0,74.0,63.0,65.0,65.0,60.0,,70.0,,,6.6,7.89,7.45,8.37,6.03,6.98,6.28,7.67,,,,,24.0,24.0,24.0,12.0,16.0,25.0,21.0,14.0,,,,,,,,,,,
1,76.0,70.0,58.0,,,,,,,,,,4.03,1.16,0.0,,,,,,,,,,20.0,20.0,9.5,,,,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,100.0,100.0,85.0,96.0,95.0,100.0,96.0,90.0,,,,,8.93,8.03,8.23,7.78,7.42,7.6,8.995000000000001,8.64,,,,,19.0,23.0,22.0,15.0,18.0,19.0,10.0,11.0,,,,,,,,,,,
1,63.0,72.0,67.0,63.0,75.0,75.0,66.0,,50.0,,,,4.81,5.59,5.25,4.79,4.74,5.62,5.4350000000000005,,,,,,13.0,17.0,24.0,15.0,14.0,18.0,11.5,,,,,,False,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,64.0,38.0,77.0,60.0,56.0,47.0,68.0,59.0,,70.0,,,5.44,4.85,8.165,7.93,6.58,7.42,7.52,8.63,,,,,17.0,19.0,13.5,19.0,23.0,19.0,17.0,16.0,,,,,,,,,,,
0,100.0,100.0,100.0,100.0,100.0,96.0,86.0,84.0,,,,,6.11,8.05,8.2,8.24,8.33,7.45,7.29,6.05,,,,,22.0,19.0,25.0,18.0,15.0,17.0,19.0,10.0,,,,,,,,,,,
0,75.0,61.0,82.0,69.0,64.0,76.0,65.0,60.0,,,,,7.09,6.23,6.67,7.18,6.87,7.75,7.92,7.44,,,,,17.0,23.0,28.0,22.0,7.5,19.0,15.0,14.0,,,,,,,,,,,
0,89.0,68.0,69.0,63.0,80.0,80.0,86.0,,,,,,7.24,6.7,7.78,6.89,7.74,7.38,7.46,,,,,,17.0,21.0,21.0,20.0,19.0,18.0,14.0,,,,,,,,,,,,
1,70.0,80.0,79.0,75.0,75.0,75.0,72.0,70.0,,,,,7.36,5.35,5.47,7.18,5.8,7.1,6.88,5.66,,,,,19.0,19.0,17.0,18.0,17.0,22.0,20.0,16.0,,,,,True,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,81.0,82.0,88.0,91.0,72.0,84.0,80.0,85.0,,75.0,,,7.65,7.24,8.55,8.66,8.2,7.97,7.78,8.16,,,,,20.0,19.0,24.0,17.0,16.0,19.0,21.0,7.0,,,,,,,,,,,
0,74.0,90.0,90.0,90.0,81.0,80.0,79.0,,78.0,,,,6.92,6.7,8.09,7.15,6.44,7.1,7.6,,,,,,17.0,21.0,24.0,22.0,19.0,17.0,12.0,,,,,,True,,,,,,
1,92.0,87.0,71.0,82.0,,,68.0,68.0,53.0,58.0,,,7.47,5.34,6.59,6.66,,,3.76,5.31,3.12,3.15,,,15.0,23.0,18.0,21.0,,,16.0,19.0,17.0,15.0,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,74.0,82.0,89.0,74.0,64.0,76.0,80.0,75.0,,70.0,,,6.35,7.03,6.97,6.87,7.734999999999999,7.71,7.24,6.99,,,,,17.0,22.0,30.0,23.0,10.0,15.0,13.0,8.0,,,,,,,,,,,
0,66.0,67.0,80.0,73.0,80.0,75.0,81.0,99.0,,,,,7.24,5.85,6.89,6.92,7.76,7.83,8.01,7.98,,,,,17.0,17.0,24.0,18.0,16.0,20.0,15.0,14.0,,,,,True,,,,,,
1,68.0,29.0,,,,,,,,,,,5.53,0.16,,,,,,,,,,,19.0,22.0,,,,,,,,,,,,,,,,,
0,100.0,100.0,100.0,85.0,78.0,78.0,85.0,,,,,,7.68,6.81,7.11,7.54,7.53,7.34,7.34,,,,,,17.0,17.0,23.0,20.0,21.0,18.0,16.0,,,,,,,,,,,,
0,100.0,100.0,77.0,93.0,,90.0,90.0,100.0,65.0,,,,9.4,8.79,7.78,8.12,,7.53,8.77,7.31,8.05,,,,13.0,20.0,23.0,24.0,,15.0,21.0,20.0,8.0,,,,,,,,,,
1,59.0,55.0,71.0,100.0,90.0,70.0,42.0,54.0,,70.0,60.0,65.0,3.39,4.74,5.28,6.6,7.83,6.4,4.87,6.2,,,,,22.0,19.0,20.0,21.0,17.0,24.0,22.0,24.0,,,,,,,,,,,
1,72.0,66.0,,25.0,,,,,,,,,4.79,4.06,,,,,,,,,,,17.0,16.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
1,72.0,78.0,75.0,51.0,30.0,61.0,40.0,,51.0,,,,6.2,0.94,6.71,6.06,6.34,6.1,2.575,,,,,,22.0,17.0,14.5,27.0,25.0,20.0,10.5,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,89.0,71.0,60.0,69.0,57.0,56.0,,25.0,,,,,7.52,5.34,3.92,6.14,4.16,1.26,,,,,,,22.0,22.0,24.0,18.0,20.0,16.0,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,83.0,81.0,69.0,87.0,80.0,85.0,76.0,,45.0,50.0,53.0,,8.12,7.5,8.24,7.73,7.89,8.99,8.57,,,,,,19.0,20.0,20.0,18.0,22.0,21.0,18.0,,,,,,,,,,,,
0,69.0,76.0,87.0,71.0,58.0,68.0,60.0,58.0,,,,,5.35,7.23,7.515000000000001,6.88,5.6,7.21,6.41,6.64,,,,,17.0,20.0,14.5,15.0,21.0,20.0,20.0,10.0,,,,,,,,,,,
1,45.0,33.0,50.0,42.0,33.0,,,,,,,,5.71,3.53,4.01,3.26,4.945,,,,,,,,15.0,15.0,21.0,17.0,10.0,,,,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
1,74.0,81.0,11.0,49.0,44.0,35.0,,,,,,,5.16,5.25,4.76,5.61,5.115,3.41,,,,,,,19.0,13.0,16.0,14.0,11.5,15.0,,,,,,,,,,,,,
0,70.0,63.0,91.0,86.0,88.0,77.0,66.0,75.0,,,,,6.31,5.66,7.215,7.75,7.41,8.17,8.3,9.05,,,,,18.0,19.0,16.5,23.0,18.0,15.0,15.0,11.0,,,,,,,,,,,
1,80.0,75.0,71.0,75.0,,,,,,,,,5.13,5.24,4.21,6.29,,,,,,,,,20.0,19.0,17.0,15.0,,,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,49.0,71.0,60.0,45.0,75.0,79.0,85.0,75.0,73.0,50.0,,,7.09,4.49,5.25,3.38,6.77,5.44,6.86,6.08,7.04,3.9,,,15.0,24.0,17.0,15.0,10.5,15.0,20.0,23.0,7.5,8.0,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,83.0,84.0,82.0,71.0,74.0,71.0,59.0,75.0,,,,,6.27,5.57,6.35,5.75,5.61,5.79,6.8,7.81,,,,,22.0,22.0,23.0,18.0,16.0,18.0,24.0,15.0,,,,,,,,,,,
0,77.0,79.0,90.0,85.0,100.0,86.0,68.0,75.0,,,,,6.73,7.52,8.530000000000001,8.62,9.13,8.03,8.48,8.35,,,,,22.0,21.0,13.5,16.0,14.0,15.0,15.0,11.0,,,,,,,,,,,
0,94.0,93.0,71.0,78.0,68.0,72.0,58.0,66.0,,70.0,,,6.45,4.84,5.88,6.42,8.03,7.05,6.84,8.65,,,,,22.0,19.0,21.0,22.0,11.5,15.0,9.5,11.0,,,,,,,,,,,
0,80.0,67.0,64.0,49.0,83.0,54.0,73.0,52.0,,65.0,60.0,70.0,5.55,5.09,4.94,5.42,6.045,4.22,6.83,5.98,,,,,22.0,22.0,24.0,19.0,15.0,14.0,25.0,18.0,,,,,,,,,,,
1,79.0,80.0,90.0,75.0,75.0,,50.0,,,,,,5.25,3.53,6.02,3.85,4.86,,,,,,,,21.0,17.0,18.0,17.0,16.0,,,,,,,,True,,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,64.0,70.0,86.0,37.0,52.0,75.0,40.0,35.0,56.0,75.0,60.0,,3.33,2.8,5.33,1.77,3.82,4.8,4.5600000000000005,2.9,2.045,6.47,4.235,,18.0,22.0,14.0,18.0,27.0,22.0,16.0,23.0,15.0,24.0,13.5,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,92.0,84.0,75.0,79.0,82.0,83.0,72.0,76.0,80.0,70.0,60.0,,7.2,7.34,7.52,7.63,6.52,8.25,6.3,7.15,5.02,0.0,1.75,,22.0,22.0,23.0,17.0,18.0,15.0,22.0,14.0,8.0,3.0,3.0,,,Được xem xét hạ mức,,,,,
0,85.0,90.0,85.0,95.0,80.0,95.0,99.0,,83.0,,,,7.52,8.77,8.16,7.84,7.52,7.9,7.45,,,,,,13.0,17.0,24.0,24.0,20.0,16.0,17.0,,,,,,False,,,,,,
1,65.0,79.0,67.0,59.0,38.0,38.0,,,,,,,4.12,6.15,6.715,0.16,2.43,1.21,,,,,,,17.0,20.0,12.5,15.0,12.5,15.0,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,
0,79.0,84.0,80.0,90.0,80.0,75.0,91.0,,78.0,,,,8.08,6.62,8.78,7.61,7.06,7.7,8.35,,,,,,19.0,21.0,20.0,24.0,20.0,16.0,15.0,,,,,,True,,,,,,
0,85.0,50.0,70.0,68.0,71.0,80.0,85.0,,60.0,70.0,50.0,,7.0,5.03,4.75,4.42,8.285,8.82,7.595000000000001,,,,,,17.0,21.0,20.0,22.0,13.5,20.0,14.0,,,,,,,,,,,,
0,78.0,76.0,65.0,50.0,65.0,60.0,55.0,53.0,,,,,6.25,5.84,2.67,5.16,6.31,7.44,7.16,7.37,,,,,18.0,19.0,23.0,20.0,21.0,23.0,15.0,12.0,,,,,,,,,,,
0,52.0,69.0,64.0,63.0,91.0,85.0,90.0,85.0,,50.0,,,7.13,7.23,7.73,7.16,7.65,7.85,8.51,6.65,,,,,19.0,18.0,21.0,17.0,22.0,23.0,20.0,8.0,,,,,,,,,,,
0,100.0,88.0,68.0,85.0,76.0,77.0,64.0,75.0,,,,,7.41,8.13,7.85,8.41,8.495000000000001,8.03,7.88,8.21,,,,,22.0,19.0,20.0,16.0,10.0,15.0,15.0,14.0,,,,,,,,,,,
0,94.0,75.0,66.0,80.0,76.0,80.0,85.0,80.0,,,,,7.71,7.93,7.91,7.07,7.5,7.43,8.12,9.15,,,,,17.0,21.0,22.0,21.0,16.0,16.0,17.0,8.0,,,,,,,,,,,
0,86.0,70.0,69.0,74.0,83.0,77.0,50.0,65.0,,,,,8.48,8.42,8.27,9.31,9.55,9.2,8.44,8.61,,,,,22.0,19.0,26.0,14.0,12.0,16.0,17.0,12.0,,,,,,,,,,,
0,87.0,82.0,89.0,74.0,64.0,85.0,85.0,80.0,,,,,8.41,7.96,7.86,8.21,8.55,8.72,8.66,8.3,,,,,17.0,24.0,18.0,18.0,13.0,17.0,9.0,9.0,,,,,,,,,,,
0,77.0,69.0,66.0,77.0,85.0,80.0,80.0,75.0,77.0,50.0,,,6.79,6.28,7.56,6.67,7.18,7.4,7.52,7.41,8.4,,,,17.0,21.0,23.0,17.0,18.0,15.0,17.0,19.0,6.0,,,,,,,,,,
0,65.0,81.0,72.0,82.0,67.0,71.0,70.0,,,,,,5.91,6.3,6.885,7.94,7.8549999999999995,7.38,8.11,,,,,,22.0,22.0,16.5,18.0,13.0,16.0,22.0,,,,,,,,,,,,
0,95.0,92.0,72.0,84.0,100.0,75.0,86.0,90.0,,,,,8.85,8.99,8.38,7.63,6.46,7.26,7.32,7.3,,,,,17.0,20.0,20.0,16.0,20.0,19.0,10.0,14.0,,,,,,,,,,,
1,79.0,69.0,39.0,50.0,61.0,59.0,40.0,,23.0,,,,6.11,5.77,7.49,6.41,7.605,7.41,6.275,,,,,,19.0,13.0,12.0,17.0,10.0,19.0,7.0,,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,87.0,78.0,64.0,74.0,80.0,80.0,80.0,80.0,,50.0,53.0,,7.0,6.81,7.89,6.29,7.13,7.65,6.76,7.91,,,,,17.0,21.0,19.0,21.0,15.0,15.0,16.0,9.0,,,,,,,,,,,
1,76.0,39.0,1.0,25.0,46.0,,,,,,,,3.51,1.46,0.51,4.79,3.59,,,,,,,,17.0,19.0,17.0,14.0,12.0,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,89.0,84.0,83.0,83.0,97.0,89.0,64.0,75.0,,,,,7.23,8.11,7.97,8.96,8.72,8.44,8.19,8.31,,,,,22.0,19.0,19.0,16.0,17.0,17.0,14.0,14.0,,,,,,,,,,,
0,98.0,92.0,79.0,90.0,90.0,80.0,81.0,80.0,,50.0,53.0,,7.31,6.12,6.78,6.79,7.23,8.7,7.52,7.13,,,,,17.0,21.0,21.0,25.0,18.0,16.0,16.0,12.0,,,,,,,,,,,
0,89.0,91.0,89.0,81.0,96.0,66.0,72.0,,,,,,6.41,7.32,6.43,7.96,7.27,7.05,7.55,,,,,,22.0,22.0,20.0,19.0,15.0,14.0,17.0,,,,,,,,,,,,
0,62.0,79.0,78.0,65.0,62.0,68.0,76.0,85.0,,70.0,,,5.59,6.31,8.46,7.52,7.71,7.82,7.96,7.91,,,,,17.0,19.0,13.5,21.0,16.0,22.0,17.0,9.0,,,,,,,,,,,
0,69.0,77.0,91.0,84.0,95.0,64.0,66.0,,,,,,6.5,6.58,6.445,7.99,8.155000000000001,6.11,6.85,,,,,,22.0,18.0,13.0,23.0,12.5,29.0,6.0,,,,,,,,,,,,
1,92.0,72.0,64.0,64.0,85.0,75.0,68.0,63.0,58.0,,,,8.39,6.77,7.66,6.97,5.56,4.47,0.0,0.0,0.0,,,,13.0,21.0,26.0,19.0,14.0,19.0,20.0,24.0,19.0,,,,,Được xem xét hạ mức,Được xem xét hạ mức,,,,
0,94.0,93.0,83.0,86.0,95.0,90.0,90.0,84.0,77.0,,,,8.46,7.93,8.43,7.62,8.38,8.33,8.61,5.89,8.6,,,,19.0,21.0,20.0,20.0,16.0,18.0,17.0,14.0,10.0,,,,,,,,,,
0,95.0,88.0,81.0,83.0,90.0,90.0,86.0,,78.0,,,,8.05,7.38,7.78,7.65,7.68,7.82,7.93,,,,,,13.0,20.0,26.0,21.0,16.0,20.0,16.0,,,,,,,,,,,,
0,83.0,90.0,90.0,85.0,90.0,90.0,100.0,,73.0,,,,6.81,6.64,7.68,7.49,7.62,7.9,8.51,,,,,,17.0,19.0,24.0,19.0,20.0,21.0,19.0,,,,,,True,,,,,,
1,95.0,95.0,79.0,75.0,,,,,,,,,6.69,6.3,5.48,1.82,,,,,,,,,21.0,21.0,24.0,22.0,,,,,,,,,True,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,
0,93.0,89.0,90.0,84.0,80.0,,59.0,65.0,76.0,75.0,60.0,,6.73,7.16,6.92,6.89,5.79,,4.25,3.4,6.02,7.13,0.0,,22.0,19.0,19.0,21.0,15.0,,22.0,27.0,23.0,12.0,3.0,,,,,,,,
0,93.0,86.0,89.0,57.0,64.0,69.0,81.0,80.0,,,,,6.92,7.98,8.09,7.45,9.135,8.47,8.21,6.8,,,,,19.0,13.0,16.0,14.0,11.5,15.0,13.0,9.0,,,,,,,,,,,
0,96.0,100.0,100.0,100.0,100.0,90.0,78.0,80.0,,70.0,50.0,,6.8,7.24,8.73,8.38,8.36,8.09,8.26,9.05,,,,,22.0,19.0,22.0,20.0,14.0,15.0,15.0,11.0,,,,,,,,,,,
0,70.0,81.0,86.0,80.0,76.0,80.0,90.0,94.0,,,,,6.13,5.3,6.49,7.51,6.95,6.98,8.03,7.5,,,,,19.0,19.0,21.0,22.0,23.0,19.0,15.0,4.0,,,,,True,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,69.0,60.0,58.0,67.0,80.0,75.0,76.0,75.0,,,,,7.4,5.75,8.19,7.99,7.16,8.31,8.18,8.83,,,,,17.0,21.0,19.0,19.0,18.0,19.0,19.0,9.0,,,,,,,,,,,
0,64.0,74.0,48.0,66.0,72.0,71.0,85.0,83.0,70.0,,,,3.79,4.42,6.24,5.83,6.605,7.35,6.95,6.16,7.3,,,,17.0,14.0,16.0,23.0,12.5,21.0,22.0,16.0,13.0,,,,,,,,,,
1,70.0,63.0,77.0,56.0,61.0,55.0,71.0,63.0,,,,,5.55,4.69,5.88,6.09,5.71,5.63,4.82,4.37,,,,,20.0,22.0,29.0,19.0,19.0,19.0,19.0,11.0,,,,,,,,,,,
0,88.0,64.0,67.0,52.0,83.0,52.0,66.0,54.0,,68.0,55.0,,5.34,5.43,6.18,5.48,6.5,5.64,7.415,6.0,,,,,22.0,20.0,20.0,17.0,20.0,26.0,14.0,21.0,,,,,,,,,,,
1,72.0,54.0,54.0,62.0,75.0,75.0,74.0,75.0,56.0,56.0,,,7.42,5.61,6.16,5.73,4.625,5.82,6.779999999999999,7.64,6.14,6.53,,,17.0,24.0,17.0,28.0,10.0,17.0,12.0,14.0,19.0,9.0,,,,,,,,,
0,88.0,97.0,91.0,96.0,91.0,84.0,87.0,,71.0,,,,6.78,7.6,8.95,8.44,8.01,8.73,8.405000000000001,,,,,,18.0,21.0,13.0,23.0,18.0,14.0,9.0,,,,,,,,,,,,
0,90.0,78.0,66.0,74.0,90.0,90.0,80.0,75.0,,58.0,53.0,,6.42,7.83,7.92,7.77,7.19,7.69,5.73,7.19,,,,,19.0,21.0,24.0,15.0,18.0,15.0,11.5,16.0,,,,,,,,,,,
0,98.0,92.0,100.0,85.0,76.0,85.0,75.0,88.0,,,,,8.08,5.19,6.83,4.01,6.92,7.5,6.115,7.78,,,,,19.0,21.0,23.0,19.0,20.0,23.0,14.0,18.0,,,,,True,,,,,,
0,86.0,90.0,100.0,100.0,94.0,95.0,100.0,100.0,,,,,7.78,6.76,6.14,6.97,5.75,7.71,8.4,6.41,,,,,13.0,21.0,24.0,20.0,15.0,19.0,17.0,16.0,,,,,False,,,,,,
0,100.0,100.0,96.0,94.0,85.0,87.0,74.0,75.0,,,,,7.73,8.07,8.52,8.09,6.58,6.63,7.18,8.21,,,,,22.0,22.0,21.0,17.0,15.0,18.0,17.0,17.0,,,,,,,,,,,
0,94.0,92.0,93.0,95.0,94.0,82.0,78.0,70.0,,,,,6.61,6.0,7.07,7.88,8.05,8.39,8.44,8.36,,,,,22.0,20.0,22.0,23.0,14.0,15.0,15.0,11.0,,,,,,,,,,,
1,64.0,52.0,64.0,51.0,81.0,80.0,81.0,70.0,,,,,8.18,4.88,6.36,4.28,6.4,4.72,3.13,2.33,,,,,17.0,20.0,21.0,21.0,12.5,22.0,10.5,16.0,,,,,,,Được xem xét hạ mức,,,,
1,85.0,68.0,66.0,71.0,85.0,78.0,81.0,,58.0,58.0,50.0,,8.57,6.28,7.78,7.13,7.67,8.13,6.65,,,,,,13.0,19.0,21.0,23.0,24.0,16.0,12.0,,,,,,,Được xem xét hạ mức,Được xem xét hạ mức,,,,
0,100.0,100.0,100.0,100.0,89.0,93.0,90.0,,60.0,65.0,,,7.74,7.93,7.69,8.2,8.88,8.49,8.33,,,,,,17.0,21.0,26.0,18.0,19.0,14.0,14.0,,,,,,,,,,,,
0,86.0,83.0,80.0,84.0,79.0,74.0,64.0,60.0,,,,,6.43,7.55,7.78,8.38,6.43,8.06,8.19,8.18,,,,,22.0,19.0,21.0,17.0,15.0,22.0,19.0,11.0,,,,,,,,,,,
1,75.0,72.0,71.0,67.0,67.0,57.0,58.0,58.0,,70.0,60.0,65.0,4.34,2.77,4.52,5.39,6.4,6.6,5.890000000000001,5.85,,,,,22.0,15.0,15.0,24.0,16.5,26.0,17.0,15.0,,,,,,,,,,,
0,93.0,96.0,98.0,87.0,91.0,68.0,68.0,,71.0,65.0,,,6.48,7.33,7.455,6.82,7.53,7.1,7.78,,,,,,22.0,20.0,10.0,19.0,18.0,16.0,20.0,,,,,,,,,,,,
0,88.0,78.0,88.0,66.0,92.0,65.0,60.0,69.0,79.0,70.0,60.0,,6.75,5.5,6.455,7.05,6.11,5.77,7.1,7.04,5.2,2.19,3.04,,22.0,19.0,14.0,22.0,14.0,17.0,18.0,14.0,4.0,13.0,7.0,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,82.0,82.0,86.0,74.0,64.0,64.0,74.0,45.0,,65.0,,,8.31,7.33,7.14,5.99,6.97,5.41,3.76,0.4,,,,,13.0,17.0,20.0,19.0,16.0,15.0,17.0,15.0,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,
0,75.0,64.0,50.0,67.0,95.0,95.0,85.0,,55.0,58.0,53.0,,6.93,2.37,7.37,5.65,6.8,7.28,7.8,,,,,,17.0,15.0,26.0,29.0,24.0,23.0,20.0,,,,,,,,,,,,
0,85.0,83.0,93.0,76.0,80.0,71.0,81.0,,,,,,6.43,5.97,7.69,8.06,7.79,7.14,8.42,,,,,,22.0,19.0,21.0,19.0,17.0,14.0,20.0,,,,,,,,,,,,
1,70.0,52.0,78.0,20.0,0.0,30.0,48.0,,,,,,3.0,3.55,7.215,3.35,4.765000000000001,2.9,3.705,,,,,,13.0,18.0,16.0,22.0,15.5,20.0,15.5,,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,76.0,72.0,80.0,86.0,98.0,77.0,69.0,64.0,,,,,6.52,4.48,6.0,7.25,8.08,7.88,7.82,0.0,,,,,22.0,21.0,26.0,23.0,20.0,16.0,11.5,10.0,,,,,,,,,,,
1,81.0,77.0,87.0,68.0,56.0,,36.0,,,,,,6.76,5.23,6.4,6.91,5.35,,,,,,,,17.0,16.0,23.0,22.0,14.0,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
