mssv,hocky,namhoc,dtbhk,sotchk,namkhoahoc,hk
8BBA5160XPvAibaEXe+E43ovk5Cnp/tao33YkYzw,1,3,6.71,18,2016,5
7AB58862XPvAibaEXe+E43ovk5CnpwkeppoJzanh,1,1,6.38,13,2016,1
7AB58862XPvAibaEXe+E43ovk5CnpwkeppoJzanh,2,1,4.87,15,2016,2
7AB58862XPvAibaEXe+E43ovk5CnpwkeppoJzanh,1,2,5.92,23,2016,3
7AB58862XPvAibaEXe+E43ovk5CnpwkeppoJzanh,2,2,6.32,23,2016,4
7AB58862XPvAibaEXe+E43ovk5CnpwkeppoJzanh,1,3,6.61,18,2016,5
17BDA973XPvAibaEXe+E43ovk5Cnp9ENMHNfPeIz,1,1,8.4,15,2016,1
17BDA973XPvAibaEXe+E43ovk5Cnp9ENMHNfPeIz,2,1,7.49,19,2016,2
17BDA973XPvAibaEXe+E43ovk5Cnp9ENMHNfPeIz,1,2,7.73,24,2016,3
17BDA973XPvAibaEXe+E43ovk5Cnp9ENMHNfPeIz,2,2,8.06,17,2016,4
17BDA973XPvAibaEXe+E43ovk5Cnp9ENMHNfPeIz,1,3,6.07,18,2016,5
6E854833XPvAibaEXe9a9WHB728zIMSTTWhKiiWi,1,1,7.71,15,2016,1
6E854833XPvAibaEXe9a9WHB728zIMSTTWhKiiWi,2,1,7.91,17,2016,2
6E854833XPvAibaEXe9a9WHB728zIMSTTWhKiiWi,3,1,6.2,4,2016,3
6E854833XPvAibaEXe9a9WHB728zIMSTTWhKiiWi,1,2,6.61,24,2016,3
6E854833XPvAibaEXe9a9WHB728zIMSTTWhKiiWi,2,2,7.56,22,2016,4
6E854833XPvAibaEXe9a9WHB728zIMSTTWhKiiWi,1,3,8.13,16,2016,5
81591236XPvAibaEXe9a9WHB728zIC+BsRhdRUah,1,1,7.32,13,2016,1
81591236XPvAibaEXe9a9WHB728zIC+BsRhdRUah,2,1,6.11,17,2016,2
81591236XPvAibaEXe9a9WHB728zIC+BsRhdRUah,1,2,6.61,21,2016,3
81591236XPvAibaEXe9a9WHB728zIC+BsRhdRUah,2,2,6.85,21,2016,4
81591236XPvAibaEXe9a9WHB728zIC+BsRhdRUah,1,3,6.91,22,2016,5
6F9BED37XPvAibaEXe9a9WHB728zIB4h7e7yTZjQ,1,1,3.16,17,2016,1
6F9BED37XPvAibaEXe9a9WHB728zIB4h7e7yTZjQ,2,1,3.37,21,2016,2
6F9BED37XPvAibaEXe9a9WHB728zIB4h7e7yTZjQ,3,1,1.16,7,2016,3
6F9BED37XPvAibaEXe9a9WHB728zIB4h7e7yTZjQ,1,2,0.0,19,2016,3
FF9BCACDXPvAibaEXe9a9WHB728zIL656Mdf6zEw,1,1,1.17,22,2016,1
FF9BCACDXPvAibaEXe9a9WHB728zIL656Mdf6zEw,2,1,0.14,18,2016,2
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,1,1,4.88,19,2016,1
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,2,1,0.76,21,2016,2
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,1,2,4.8,20,2016,3
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,2,2,0.43,12,2016,4
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,3,2,0.55,8,2016,5
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,1,3,0.57,14,2016,5
D6D49AA7XPvAibaEXe9gcLLHJLBBnRYB6m6WhcfJ,1,1,6.37,19,2016,1
D6D49AA7XPvAibaEXe9gcLLHJLBBnRYB6m6WhcfJ,2,1,5.39,19,2016,2
D6D49AA7XPvAibaEXe9gcLLHJLBBnRYB6m6WhcfJ,1,2,6.26,24,2016,3
D6D49AA7XPvAibaEXe9gcLLHJLBBnRYB6m6WhcfJ,2,2,7.06,19,2016,4
D6D49AA7XPvAibaEXe9gcLLHJLBBnRYB6m6WhcfJ,1,3,6.06,14,2016,5
0A94E4D0XPvAibaEXe9gcLLHJLBBnRqUfrm4aBzH,1,1,7.32,17,2016,1
0A94E4D0XPvAibaEXe9gcLLHJLBBnRqUfrm4aBzH,2,1,5.37,19,2016,2
0A94E4D0XPvAibaEXe9gcLLHJLBBnRqUfrm4aBzH,1,2,7.51,23,2016,3
0A94E4D0XPvAibaEXe9gcLLHJLBBnRqUfrm4aBzH,2,2,7.62,20,2016,4
0A94E4D0XPvAibaEXe9gcLLHJLBBnRqUfrm4aBzH,1,3,4.9,24,2016,5
39B20F4DXPvAibaEXe9gcLLHJLBBnc8cdqv19Ylu,1,1,6.75,19,2016,1
39B20F4DXPvAibaEXe9gcLLHJLBBnc8cdqv19Ylu,2,1,6.99,21,2016,2
39B20F4DXPvAibaEXe9gcLLHJLBBnc8cdqv19Ylu,1,2,6.94,24,2016,3
39B20F4DXPvAibaEXe9gcLLHJLBBnc8cdqv19Ylu,2,2,7.2,20,2016,4
39B20F4DXPvAibaEXe9gcLLHJLBBnc8cdqv19Ylu,1,3,7.42,20,2016,5
2900754CXPvAibaEXe9gcLLHJLBBnX1D4yMOsVg0,1,1,7.37,13,2016,1
2900754CXPvAibaEXe9gcLLHJLBBnX1D4yMOsVg0,2,1,5.81,17,2016,2
2900754CXPvAibaEXe9gcLLHJLBBnX1D4yMOsVg0,1,2,7.13,21,2016,3
2900754CXPvAibaEXe9gcLLHJLBBnX1D4yMOsVg0,2,2,6.23,22,2016,4
2900754CXPvAibaEXe9gcLLHJLBBnX1D4yMOsVg0,1,3,7.43,23,2016,5
61180195XPvAibaEXe9gcLLHJLBBnR5wpoU3apq+,1,1,2.59,15,2016,1
043AE465XPvAibaEXe86sbeN0/YCTVJDeWwsGcv7,1,1,7.88,17,2016,1
043AE465XPvAibaEXe86sbeN0/YCTVJDeWwsGcv7,2,1,7.34,21,2016,2
043AE465XPvAibaEXe86sbeN0/YCTVJDeWwsGcv7,1,2,8.61,20,2016,3
043AE465XPvAibaEXe86sbeN0/YCTVJDeWwsGcv7,2,2,7.5,20,2016,4
043AE465XPvAibaEXe86sbeN0/YCTVJDeWwsGcv7,1,3,8.24,15,2016,5
5533DD19XPvAibaEXe86sbeN0/YCTbUKokfc1ORb,1,1,6.74,17,2016,1
5533DD19XPvAibaEXe86sbeN0/YCTbUKokfc1ORb,2,1,5.56,21,2016,2
5533DD19XPvAibaEXe86sbeN0/YCTbUKokfc1ORb,1,2,7.8,23,2016,3
5533DD19XPvAibaEXe86sbeN0/YCTbUKokfc1ORb,2,2,7.25,19,2016,4
5533DD19XPvAibaEXe86sbeN0/YCTbUKokfc1ORb,1,3,7.54,19,2016,5
8E862257XPvAibaEXe86sbeN0/YCTScV+FsBuwvo,1,1,4.61,17,2016,1
8E862257XPvAibaEXe86sbeN0/YCTScV+FsBuwvo,2,1,0.06,21,2016,2
3F21B786XPvAibaEXe86sbeN0/YCTQd15EVD6n3Y,1,1,7.85,17,2016,1
3F21B786XPvAibaEXe86sbeN0/YCTQd15EVD6n3Y,2,1,6.56,19,2016,2
3F21B786XPvAibaEXe86sbeN0/YCTQd15EVD6n3Y,1,2,8.46,22,2016,3
3F21B786XPvAibaEXe86sbeN0/YCTQd15EVD6n3Y,2,2,7.37,23,2016,4
3F21B786XPvAibaEXe86sbeN0/YCTQd15EVD6n3Y,1,3,9.31,17,2016,5
94D74F41XPvAibaEXe86sbeN0/YCTcr3p20VvmtV,1,1,6.64,17,2016,1
94D74F41XPvAibaEXe86sbeN0/YCTcr3p20VvmtV,2,1,6.8,21,2016,2
94D74F41XPvAibaEXe86sbeN0/YCTcr3p20VvmtV,1,2,6.76,24,2016,3
94D74F41XPvAibaEXe86sbeN0/YCTcr3p20VvmtV,2,2,7.1,22,2016,4
94D74F41XPvAibaEXe86sbeN0/YCTcr3p20VvmtV,3,2,7.4,4,2016,5
94D74F41XPvAibaEXe86sbeN0/YCTcr3p20VvmtV,1,3,7.14,20,2016,5
7DBFEDECXPvAibaEXe86sbeN0/YCTZqShrWtk4hd,1,1,5.05,19,2016,1
7DBFEDECXPvAibaEXe86sbeN0/YCTZqShrWtk4hd,2,1,4.39,21,2016,2
7DBFEDECXPvAibaEXe86sbeN0/YCTZqShrWtk4hd,3,1,5.71,7,2016,3
7DBFEDECXPvAibaEXe86sbeN0/YCTZqShrWtk4hd,1,2,3.99,20,2016,3
7DBFEDECXPvAibaEXe86sbeN0/YCTZqShrWtk4hd,2,2,4.24,21,2016,4
7DBFEDECXPvAibaEXe86sbeN0/YCTZqShrWtk4hd,1,3,5.57,20,2016,5
71279AEDXPvAibaEXe86sbeN0/YCTci+47cxm1GJ,1,1,8.35,15,2016,1
71279AEDXPvAibaEXe86sbeN0/YCTci+47cxm1GJ,2,1,7.51,19,2016,2
71279AEDXPvAibaEXe86sbeN0/YCTci+47cxm1GJ,1,2,8.44,22,2016,3
71279AEDXPvAibaEXe86sbeN0/YCTci+47cxm1GJ,2,2,7.49,20,2016,4
71279AEDXPvAibaEXe86sbeN0/YCTci+47cxm1GJ,1,3,8.28,22,2016,5
86CD5F66XPvAibaEXe9WgQQLl7rkkx9vDHxmdt93,1,1,7.35,17,2016,1
86CD5F66XPvAibaEXe9WgQQLl7rkkx9vDHxmdt93,2,1,6.35,15,2016,2
86CD5F66XPvAibaEXe9WgQQLl7rkkx9vDHxmdt93,1,2,8.5,22,2016,3
86CD5F66XPvAibaEXe9WgQQLl7rkkx9vDHxmdt93,2,2,7.56,22,2016,4
86CD5F66XPvAibaEXe9WgQQLl7rkkx9vDHxmdt93,1,3,7.91,18,2016,5
D7470D73XPvAibaEXe9WgQQLl7rkk8KBZBiMtu15,1,1,5.56,17,2016,1
D7470D73XPvAibaEXe9WgQQLl7rkk8KBZBiMtu15,2,1,0.34,19,2016,2
D7470D73XPvAibaEXe9WgQQLl7rkk8KBZBiMtu15,1,2,0.15,17,2016,3
D7470D73XPvAibaEXe9WgQQLl7rkk8KBZBiMtu15,2,2,0.27,14,2016,4
178F60F5XPvAibaEXe9WgQQLl7rkk9xNzvD5m8xA,1,1,7.17,15,2016,1
178F60F5XPvAibaEXe9WgQQLl7rkk9xNzvD5m8xA,2,1,6.77,17,2016,2
178F60F5XPvAibaEXe9WgQQLl7rkk9xNzvD5m8xA,1,2,7.02,19,2016,3
178F60F5XPvAibaEXe9WgQQLl7rkk9xNzvD5m8xA,2,2,7.81,21,2016,4
178F60F5XPvAibaEXe9WgQQLl7rkk9xNzvD5m8xA,1,3,6.27,18,2016,5
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,1,1,6.8,17,2016,1
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,2,1,2.27,19,2016,2
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,1,2,6.91,22,2016,3
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,2,2,6.4,13,2016,4
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,3,2,7.66,7,2016,5
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,1,3,6.14,21,2016,5
29418E5AXPvAibaEXe9WgQQLl7rkk4fctYOOBzzg,1,1,7.09,17,2016,1
29418E5AXPvAibaEXe9WgQQLl7rkk4fctYOOBzzg,2,1,6.31,19,2016,2
29418E5AXPvAibaEXe9WgQQLl7rkk4fctYOOBzzg,1,2,7.87,21,2016,3
29418E5AXPvAibaEXe9WgQQLl7rkk4fctYOOBzzg,2,2,8.04,18,2016,4
29418E5AXPvAibaEXe9WgQQLl7rkk4fctYOOBzzg,1,3,7.77,23,2016,5
99DFF379XPvAibaEXe9WgQQLl7rkk3xiov9KwR/h,1,1,7.36,17,2016,1
99DFF379XPvAibaEXe9WgQQLl7rkk3xiov9KwR/h,2,1,6.56,21,2016,2
99DFF379XPvAibaEXe9WgQQLl7rkk3xiov9KwR/h,1,2,8.76,22,2016,3
99DFF379XPvAibaEXe9WgQQLl7rkk3xiov9KwR/h,2,2,8.24,20,2016,4
99DFF379XPvAibaEXe9WgQQLl7rkk3xiov9KwR/h,1,3,7.21,17,2016,5
A15DA8F6XPvAibaEXe9WgQQLl7rkk+hRH2dNOhqK,1,1,7.23,12,2016,1
A15DA8F6XPvAibaEXe9WgQQLl7rkk+hRH2dNOhqK,2,1,6.21,13,2016,2
A15DA8F6XPvAibaEXe9WgQQLl7rkk+hRH2dNOhqK,3,1,6.9,6,2016,3
A15DA8F6XPvAibaEXe9WgQQLl7rkk+hRH2dNOhqK,1,2,6.81,20,2016,3
A15DA8F6XPvAibaEXe9WgQQLl7rkk+hRH2dNOhqK,2,2,7.56,20,2016,4
A15DA8F6XPvAibaEXe9WgQQLl7rkk+hRH2dNOhqK,1,3,7.02,17,2016,5
2A0595D9XPvAibaEXe/YiexZYoq8n+O9NW7PU1Ee,1,1,5.81,17,2016,1
2A0595D9XPvAibaEXe/YiexZYoq8n+O9NW7PU1Ee,2,1,6.06,19,2016,2
2A0595D9XPvAibaEXe/YiexZYoq8n+O9NW7PU1Ee,1,2,6.71,22,2016,3
2A0595D9XPvAibaEXe/YiexZYoq8n+O9NW7PU1Ee,2,2,6.79,21,2016,4
2A0595D9XPvAibaEXe/YiexZYoq8n+O9NW7PU1Ee,3,2,8.6,4,2016,5
2A0595D9XPvAibaEXe/YiexZYoq8n+O9NW7PU1Ee,1,3,6.11,17,2016,5
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,1,1,7.01,19,2016,1
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,2,1,6.4,19,2016,2
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,3,1,7.2,4,2016,3
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,1,2,7.31,24,2016,3
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,2,2,7.66,22,2016,4
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,1,3,6.72,20,2016,5
B7380E4AXPvAibaEXe/YiexZYoq8n1s2gydCY2+d,1,1,6.11,17,2016,1
B7380E4AXPvAibaEXe/YiexZYoq8n1s2gydCY2+d,2,1,5.32,21,2016,2
B7380E4AXPvAibaEXe/YiexZYoq8n1s2gydCY2+d,1,2,5.72,24,2016,3
B7380E4AXPvAibaEXe/YiexZYoq8n1s2gydCY2+d,2,2,6.74,23,2016,4
B7380E4AXPvAibaEXe/YiexZYoq8n1s2gydCY2+d,1,3,7.0,22,2016,5
4E6F6B53XPvAibaEXe/YiexZYoq8nzCPwcgxhSoR,1,1,6.69,17,2016,1
4E6F6B53XPvAibaEXe/YiexZYoq8nzCPwcgxhSoR,2,1,6.96,17,2016,2
4E6F6B53XPvAibaEXe/YiexZYoq8nzCPwcgxhSoR,1,2,6.47,21,2016,3
4E6F6B53XPvAibaEXe/YiexZYoq8nzCPwcgxhSoR,2,2,6.41,23,2016,4
4E6F6B53XPvAibaEXe/YiexZYoq8nzCPwcgxhSoR,1,3,6.18,22,2016,5
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,1,1,5.52,19,2016,1
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,2,1,4.82,21,2016,2
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,3,1,6.3,4,2016,3
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,1,2,5.87,21,2016,3
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,2,2,6.37,19,2016,4
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,3,2,5.0,3,2016,5
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,1,3,6.91,20,2016,5
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,1,1,5.39,19,2016,1
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,2,1,4.09,19,2016,2
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,3,1,7.2,3,2016,3
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,1,2,5.76,24,2016,3
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,2,2,5.84,21,2016,4
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,3,2,7.4,4,2016,5
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,1,3,6.73,21,2016,5
7F57E0CAXPvAibaEXe9CJmVsz9P34gSFnyCRxpl4,1,1,3.45,15,2016,1
7F57E0CAXPvAibaEXe9CJmVsz9P34gSFnyCRxpl4,2,1,1.91,19,2016,2
7F57E0CAXPvAibaEXe9CJmVsz9P34gSFnyCRxpl4,3,1,5.1,3,2016,3
7F57E0CAXPvAibaEXe9CJmVsz9P34gSFnyCRxpl4,1,2,3.11,18,2016,3
7F57E0CAXPvAibaEXe9CJmVsz9P34gSFnyCRxpl4,2,2,0.87,17,2016,4
55C4950AXPvAibaEXe9CJmVsz9P34pEFprlIxi9u,1,1,7.23,17,2016,1
55C4950AXPvAibaEXe9CJmVsz9P34pEFprlIxi9u,2,1,6.29,19,2016,2
55C4950AXPvAibaEXe9CJmVsz9P34pEFprlIxi9u,1,2,7.9,21,2016,3
55C4950AXPvAibaEXe9CJmVsz9P34pEFprlIxi9u,2,2,7.41,22,2016,4
55C4950AXPvAibaEXe9CJmVsz9P34pEFprlIxi9u,1,3,7.89,21,2016,5
106C1014XPvAibaEXe9CJmVsz9P34llPLLtWfMbO,1,1,4.11,13,2016,1
2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,1,1,8.46,17,2016,1
2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,2,1,7.98,21,2016,2
2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,1,2,8.2,22,2016,3
2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,2,2,8.05,19,2016,4
2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,1,3,8.11,18,2016,5
10BC2077XPvAibaEXe+JF4o+SEKcGNvyuiGTmxfU,1,1,5.16,17,2016,1
10BC2077XPvAibaEXe+JF4o+SEKcGNvyuiGTmxfU,2,1,1.97,19,2016,2
10BC2077XPvAibaEXe+JF4o+SEKcGNvyuiGTmxfU,1,2,6.34,24,2016,3
10BC2077XPvAibaEXe+JF4o+SEKcGNvyuiGTmxfU,2,2,6.39,22,2016,4
10BC2077XPvAibaEXe+JF4o+SEKcGNvyuiGTmxfU,3,2,4.0,4,2016,5
10BC2077XPvAibaEXe+JF4o+SEKcGNvyuiGTmxfU,1,3,7.21,16,2016,5
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,1,1,5.92,19,2016,1
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,2,1,3.53,19,2016,2
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,3,1,7.5,4,2016,3
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,1,2,6.11,23,2016,3
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,2,2,3.94,20,2016,4
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,3,2,0.0,4,2016,5
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,1,3,1.82,22,2016,5
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,1,1,7.24,19,2016,1
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,2,1,7.18,21,2016,2
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,3,1,8.6,3,2016,3
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,1,2,7.34,24,2016,3
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,2,2,7.91,15,2016,4
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,1,3,5.32,14,2016,5
43D5F13BXPvAibaEXe+JF4o+SEKcGJ+PtNJ2F/he,1,1,5.49,19,2016,1
43D5F13BXPvAibaEXe+JF4o+SEKcGJ+PtNJ2F/he,2,1,6.47,17,2016,2
43D5F13BXPvAibaEXe+JF4o+SEKcGJ+PtNJ2F/he,1,2,6.92,21,2016,3
43D5F13BXPvAibaEXe+JF4o+SEKcGJ+PtNJ2F/he,2,2,7.29,20,2016,4
43D5F13BXPvAibaEXe+JF4o+SEKcGJ+PtNJ2F/he,1,3,7.73,23,2016,5
94908D99XPvAibaEXe+JF4o+SEKcGO66xrFvn1ci,1,1,5.62,19,2016,1
94908D99XPvAibaEXe+JF4o+SEKcGO66xrFvn1ci,2,1,5.25,21,2016,2
94908D99XPvAibaEXe+JF4o+SEKcGO66xrFvn1ci,3,1,6.34,7,2016,3
94908D99XPvAibaEXe+JF4o+SEKcGO66xrFvn1ci,1,2,6.83,20,2016,3
94908D99XPvAibaEXe+JF4o+SEKcGO66xrFvn1ci,2,2,6.71,17,2016,4
94908D99XPvAibaEXe+JF4o+SEKcGO66xrFvn1ci,1,3,6.49,16,2016,5
ADB95D1BXPvAibaEXe+JF4o+SEKcGDSWthX0QZQy,1,1,7.23,17,2016,1
ADB95D1BXPvAibaEXe+JF4o+SEKcGDSWthX0QZQy,2,1,7.71,21,2016,2
ADB95D1BXPvAibaEXe+JF4o+SEKcGDSWthX0QZQy,1,2,8.76,20,2016,3
ADB95D1BXPvAibaEXe+JF4o+SEKcGDSWthX0QZQy,2,2,7.71,21,2016,4
ADB95D1BXPvAibaEXe+JF4o+SEKcGDSWthX0QZQy,1,3,7.79,14,2016,5
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0,1,1,6.13,19,2016,1
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0,2,1,5.3,19,2016,2
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0,1,2,6.49,21,2016,3
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0,2,2,7.51,22,2016,4
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0,1,3,6.95,23,2016,5
3E7D7414XPvAibaEXe9GqQkS1wvjIQ+HucXy+oQw,1,1,3.11,19,2016,1
3E7D7414XPvAibaEXe9GqQkS1wvjIQ+HucXy+oQw,2,1,0.19,11,2016,2
7A0295BEXPvAibaEXe9GqQkS1wvjIY8Eyvx1K5/i,1,1,6.08,17,2016,1
7A0295BEXPvAibaEXe9GqQkS1wvjIY8Eyvx1K5/i,2,1,6.35,17,2016,2
7A0295BEXPvAibaEXe9GqQkS1wvjIY8Eyvx1K5/i,1,2,7.39,24,2016,3
7A0295BEXPvAibaEXe9GqQkS1wvjIY8Eyvx1K5/i,2,2,6.03,19,2016,4
7A0295BEXPvAibaEXe9GqQkS1wvjIY8Eyvx1K5/i,3,2,5.7,4,2016,5
7A0295BEXPvAibaEXe9GqQkS1wvjIY8Eyvx1K5/i,1,3,6.9,20,2016,5
C4CBD3D0XPvAibaEXe9GqQkS1wvjIfdwTUgYoH3P,1,1,3.82,19,2016,1
C4CBD3D0XPvAibaEXe9GqQkS1wvjIfdwTUgYoH3P,2,1,0.7,3,2016,2
90F47A12XPvAibaEXe9GqQkS1wvjITU0dFA1PexQ,1,1,5.67,15,2016,1
90F47A12XPvAibaEXe9GqQkS1wvjITU0dFA1PexQ,2,1,3.09,15,2016,2
90F47A12XPvAibaEXe9GqQkS1wvjITU0dFA1PexQ,1,2,5.82,19,2016,3
90F47A12XPvAibaEXe9GqQkS1wvjITU0dFA1PexQ,2,2,4.48,17,2016,4
90F47A12XPvAibaEXe9GqQkS1wvjITU0dFA1PexQ,1,3,3.4,12,2016,5
E02A6A52XPvAibaEXe/cEeFLbzGe/hwNl8VDkNKQ,1,1,8.03,13,2016,1
E02A6A52XPvAibaEXe/cEeFLbzGe/hwNl8VDkNKQ,2,1,6.43,18,2016,2
E02A6A52XPvAibaEXe/cEeFLbzGe/hwNl8VDkNKQ,1,2,6.86,22,2016,3
E02A6A52XPvAibaEXe/cEeFLbzGe/hwNl8VDkNKQ,2,2,7.43,20,2016,4
E02A6A52XPvAibaEXe/cEeFLbzGe/hwNl8VDkNKQ,1,3,6.36,20,2016,5
CC2D217FXPvAibaEXe/cEeFLbzGe/s5QKClAH5xl,1,1,8.2,19,2016,1
CC2D217FXPvAibaEXe/cEeFLbzGe/s5QKClAH5xl,2,1,7.92,21,2016,2
CC2D217FXPvAibaEXe/cEeFLbzGe/s5QKClAH5xl,1,2,8.12,21,2016,3
CC2D217FXPvAibaEXe/cEeFLbzGe/s5QKClAH5xl,2,2,7.29,19,2016,4
CC2D217FXPvAibaEXe/cEeFLbzGe/s5QKClAH5xl,1,3,7.88,18,2016,5
591013DCXPvAibaEXe/cEeFLbzGe/gkWD3xIWG3s,1,1,6.55,15,2016,1
591013DCXPvAibaEXe/cEeFLbzGe/gkWD3xIWG3s,2,1,5.73,19,2016,2
591013DCXPvAibaEXe/cEeFLbzGe/gkWD3xIWG3s,1,2,5.83,20,2016,3
591013DCXPvAibaEXe/cEeFLbzGe/gkWD3xIWG3s,2,2,6.72,17,2016,4
591013DCXPvAibaEXe/cEeFLbzGe/gkWD3xIWG3s,1,3,7.54,16,2016,5
E0A5856FXPvAibaEXe/cEeFLbzGe/jly/D0Mp+/C,1,1,6.51,17,2016,1
E0A5856FXPvAibaEXe/cEeFLbzGe/jly/D0Mp+/C,2,1,6.59,21,2016,2
E0A5856FXPvAibaEXe/cEeFLbzGe/jly/D0Mp+/C,1,2,7.29,18,2016,3
E0A5856FXPvAibaEXe/cEeFLbzGe/jly/D0Mp+/C,2,2,7.09,22,2016,4
E0A5856FXPvAibaEXe/cEeFLbzGe/jly/D0Mp+/C,1,3,7.12,17,2016,5
8F752AF5XPvAibaEXe9wQ8rkPICemKkORLm0t6hF,1,1,8.22,17,2016,1
8F752AF5XPvAibaEXe9wQ8rkPICemKkORLm0t6hF,2,1,8.08,19,2016,2
8F752AF5XPvAibaEXe9wQ8rkPICemKkORLm0t6hF,1,2,7.7,24,2016,3
8F752AF5XPvAibaEXe9wQ8rkPICemKkORLm0t6hF,2,2,8.1,20,2016,4
8F752AF5XPvAibaEXe9wQ8rkPICemKkORLm0t6hF,1,3,8.56,18,2016,5
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,1,1,6.47,19,2016,1
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,2,1,6.56,19,2016,2
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,1,2,7.45,21,2016,3
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,2,2,7.19,14,2016,4
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,3,2,9.9,4,2016,5
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,1,3,7.68,16,2016,5
3C342700XPvAibaEXe9wQ8rkPICemKUxomFBsH4h,1,1,7.85,15,2016,1
3C342700XPvAibaEXe9wQ8rkPICemKUxomFBsH4h,2,1,7.49,19,2016,2
3C342700XPvAibaEXe9wQ8rkPICemKUxomFBsH4h,1,2,7.12,24,2016,3
3C342700XPvAibaEXe9wQ8rkPICemKUxomFBsH4h,2,2,6.62,22,2016,4
3C342700XPvAibaEXe9wQ8rkPICemKUxomFBsH4h,1,3,7.6,18,2016,5
972819C7XPvAibaEXe9wQ8rkPICemPv3jFt4txx0,1,1,5.81,17,2016,1
972819C7XPvAibaEXe9wQ8rkPICemPv3jFt4txx0,2,1,4.41,18,2016,2
972819C7XPvAibaEXe9wQ8rkPICemPv3jFt4txx0,1,2,7.15,19,2016,3
